Plot Title: rgaws_as,Z2802,GMT+8,,,,,
1898,08/05/16 上午10时33分49秒,-999,,,,,
1899,08/05/16 上午10时48分49秒,-999,,,,,
1900,08/05/16 上午11时03分49秒,-999,,,,,
1901,08/05/16 上午11时18分49秒,-999,,,,,
1902,08/05/16 上午11时33分49秒,-999,,,,,
1903,08/05/16 上午11时48分49秒,-999,,,,,
1904,08/05/16 下午12时03分49秒,-999,,,,,
1905,08/05/16 下午12时18分49秒,-999,,,,,
1906,08/05/16 下午12时33分49秒,-999,,,,,
1907,08/05/16 下午12时48分49秒,-999,,,,,
1908,08/05/16 下午01时03分49秒,-999,,,,,
1909,08/05/16 下午01时18分49秒,-999,,,,,
1910,08/05/16 下午01时33分49秒,-999,,,,,
1911,08/05/16 下午01时48分49秒,-999,,,,,
1912,08/05/16 下午02时03分49秒,-999,,,,,
1913,08/05/16 下午02时18分49秒,-999,,,,,
1914,08/05/16 下午02时33分49秒,-999,,,,,
1915,08/05/16 下午02时48分49秒,-999,,,,,
1916,08/05/16 下午03时03分49秒,-999,,,,,
1917,08/05/16 下午03时18分49秒,-999,,,,,
1918,08/05/16 下午03时33分49秒,-999,,,,,
1919,08/05/16 下午03时48分49秒,-999,,,,,
1920,08/05/16 下午04时03分49秒,-999,,,,,
1921,08/05/16 下午04时18分49秒,-999,,,,,
1922,08/05/16 下午04时33分49秒,-999,,,,,
1923,08/05/16 下午04时48分30秒,386,,,,,
1924,08/05/16 下午04时48分49秒,-999,,,,,
1925,08/05/16 下午04时53分41秒,387,,,,,
1926,08/05/16 下午05时03分49秒,-999,,,,,
1927,08/05/16 下午05时18分49秒,-999,,,,,
1928,08/05/16 下午05时33分49秒,-999,,,,,
1929,08/05/16 下午05时48分49秒,-999,,,,,
1930,08/05/16 下午05时57分23秒,388,,,,,
1931,08/05/16 下午06时03分49秒,-999,,,,,
1932,08/05/16 下午06时05分10秒,389,,,,,
1933,08/05/16 下午06时18分49秒,-999,,,,,
1934,08/05/16 下午06时33分49秒,-999,,,,,
1935,08/05/16 下午06时48分49秒,-999,,,,,
1936,08/05/16 下午07时03分49秒,-999,,,,,
1937,08/05/16 下午07时18分49秒,-999,,,,,
1938,08/05/16 下午07时28分46秒,390,,,,,
1939,08/05/16 下午07时30分50秒,391,,,,,
1940,08/05/16 下午07时32分29秒,392,,,,,
1941,08/05/16 下午07时33分03秒,393,,,,,
1942,08/05/16 下午07时33分49秒,-999,,,,,
1943,08/05/16 下午07时34分14秒,394,,,,,
1944,08/05/16 下午07时35分39秒,395,,,,,
1945,08/05/16 下午07时41分17秒,396,,,,,
1946,08/05/16 下午07时43分37秒,397,,,,,
1947,08/05/16 下午07时47分17秒,398,,,,,
1948,08/05/16 下午07时48分49秒,-999,,,,,
1949,08/05/16 下午07时51分36秒,399,,,,,
1950,08/05/16 下午08时03分49秒,-999,,,,,
1951,08/05/16 下午08时18分49秒,-999,,,,,
1952,08/05/16 下午08时33分49秒,-999,,,,,
1953,08/05/16 下午08时48分49秒,-999,,,,,
1954,08/05/16 下午09时03分49秒,-999,,,,,
1955,08/05/16 下午09时18分49秒,-999,,,,,
1956,08/05/16 下午09时33分49秒,-999,,,,,
1957,08/05/16 下午09时48分49秒,-999,,,,,
1958,08/05/16 下午10时03分49秒,-999,,,,,
1959,08/05/16 下午10时18分49秒,-999,,,,,
1960,08/05/16 下午10时33分49秒,-999,,,,,
1961,08/05/16 下午10时48分49秒,-999,,,,,
1962,08/05/16 下午11时03分49秒,-999,,,,,
1963,08/05/16 下午11时18分49秒,-999,,,,,
1964,08/05/16 下午11时33分49秒,-999,,,,,
1965,08/05/16 下午11时48分49秒,-999,,,,,
1966,08/06/16 上午12时03分49秒,-999,,,,,
1967,08/06/16 上午12时18分49秒,-999,,,,,
1968,08/06/16 上午12时33分49秒,-999,,,,,
1969,08/06/16 上午12时48分49秒,-999,,,,,
1970,08/06/16 上午01时03分49秒,-999,,,,,
1971,08/06/16 上午01时18分49秒,-999,,,,,
1972,08/06/16 上午01时33分49秒,-999,,,,,
1973,08/06/16 上午01时48分49秒,-999,,,,,
1974,08/06/16 上午02时03分49秒,-999,,,,,
1975,08/06/16 上午02时11分42秒,400,,,,,
1976,08/06/16 上午02时14分17秒,401,,,,,
1977,08/06/16 上午02时15分43秒,402,,,,,
1978,08/06/16 上午02时16分21秒,403,,,,,
1979,08/06/16 上午02时17分17秒,404,,,,,
1980,08/06/16 上午02时17分55秒,405,,,,,
1981,08/06/16 上午02时18分38秒,406,,,,,
1982,08/06/16 上午02时18分49秒,-999,,,,,
1983,08/06/16 上午02时19分16秒,407,,,,,
1984,08/06/16 上午02时20分10秒,408,,,,,
1985,08/06/16 上午02时20分57秒,409,,,,,
1986,08/06/16 上午02时22分02秒,410,,,,,
1987,08/06/16 上午02时23分14秒,411,,,,,
1988,08/06/16 上午02时24分37秒,412,,,,,
1989,08/06/16 上午02时28分08秒,413,,,,,
1990,08/06/16 上午02时33分49秒,-999,,,,,
1991,08/06/16 上午02时48分49秒,-999,,,,,
1992,08/06/16 上午02时59分21秒,414,,,,,
1993,08/06/16 上午03时03分49秒,-999,,,,,
1994,08/06/16 上午03时12分26秒,415,,,,,
1995,08/06/16 上午03时18分49秒,-999,,,,,
1996,08/06/16 上午03时20分36秒,416,,,,,
1997,08/06/16 上午03时23分35秒,417,,,,,
1998,08/06/16 上午03时26分25秒,418,,,,,
1999,08/06/16 上午03时33分49秒,-999,,,,,
2000,08/06/16 上午03时48分49秒,-999,,,,,
2001,08/06/16 上午04时03分49秒,-999,,,,,
2002,08/06/16 上午04时18分49秒,-999,,,,,
2003,08/06/16 上午04时33分49秒,-999,,,,,
2004,08/06/16 上午04时48分49秒,-999,,,,,
2005,08/06/16 上午05时03分49秒,-999,,,,,
2006,08/06/16 上午05时18分49秒,-999,,,,,
2007,08/06/16 上午05时33分49秒,-999,,,,,
2008,08/06/16 上午05时48分49秒,-999,,,,,
2009,08/06/16 上午06时01分30秒,419,,,,,
2010,08/06/16 上午06时03分49秒,-999,,,,,
2011,08/06/16 上午06时18分49秒,-999,,,,,
2012,08/06/16 上午06时33分49秒,-999,,,,,
2013,08/06/16 上午06时48分49秒,-999,,,,,
2014,08/06/16 上午07时03分49秒,-999,,,,,
2015,08/06/16 上午07时18分49秒,-999,,,,,
2016,08/06/16 上午07时33分49秒,-999,,,,,
2017,08/06/16 上午07时48分49秒,-999,,,,,
2018,08/06/16 上午08时03分49秒,-999,,,,,
2019,08/06/16 上午08时18分49秒,-999,,,,,
2020,08/06/16 上午08时33分49秒,-999,,,,,
2021,08/06/16 上午08时48分49秒,-999,,,,,
2022,08/06/16 上午09时03分49秒,-999,,,,,
2023,08/06/16 上午09时18分49秒,-999,,,,,
2024,08/06/16 上午09时33分49秒,-999,,,,,
2025,08/06/16 上午09时48分49秒,-999,,,,,
2026,08/06/16 上午10时03分49秒,-999,,,,,
2027,08/06/16 上午10时18分49秒,-999,,,,,
2028,08/06/16 上午10时33分49秒,-999,,,,,
2029,08/06/16 上午10时48分49秒,-999,,,,,
2030,08/06/16 上午11时03分49秒,-999,,,,,
2031,08/06/16 上午11时18分49秒,-999,,,,,
2032,08/06/16 上午11时33分49秒,-999,,,,,
2033,08/06/16 上午11时48分49秒,-999,,,,,
2034,08/06/16 下午12时03分49秒,-999,,,,,
2035,08/06/16 下午12时18分49秒,-999,,,,,
2036,08/06/16 下午12时33分49秒,-999,,,,,
2037,08/06/16 下午12时48分49秒,-999,,,,,
2038,08/06/16 下午01时03分49秒,-999,,,,,
2039,08/06/16 下午01时18分49秒,-999,,,,,
2040,08/06/16 下午01时33分49秒,-999,,,,,
2041,08/06/16 下午01时48分49秒,-999,,,,,
2042,08/06/16 下午02时03分49秒,-999,,,,,
2043,08/06/16 下午02时18分49秒,-999,,,,,
2044,08/06/16 下午02时33分49秒,-999,,,,,
2045,08/06/16 下午02时48分49秒,-999,,,,,
2046,08/06/16 下午03时03分49秒,-999,,,,,
2047,08/06/16 下午03时18分49秒,-999,,,,,
2048,08/06/16 下午03时33分49秒,-999,,,,,
2049,08/06/16 下午03时48分49秒,-999,,,,,
2050,08/06/16 下午04时03分49秒,-999,,,,,
2051,08/06/16 下午04时18分49秒,-999,,,,,
2052,08/06/16 下午04时33分49秒,-999,,,,,
2053,08/06/16 下午04时48分49秒,-999,,,,,
2054,08/06/16 下午05时03分49秒,-999,,,,,
2055,08/06/16 下午05时18分49秒,-999,,,,,
2056,08/06/16 下午05时33分49秒,-999,,,,,
2057,08/06/16 下午05时48分49秒,-999,,,,,
2058,08/06/16 下午06时03分49秒,-999,,,,,
2059,08/06/16 下午06时18分49秒,-999,,,,,
2060,08/06/16 下午06时33分49秒,-999,,,,,
2061,08/06/16 下午06时48分49秒,-999,,,,,
2062,08/06/16 下午07时03分49秒,-999,,,,,
2063,08/06/16 下午07时18分49秒,-999,,,,,
2064,08/06/16 下午07时33分49秒,-999,,,,,
2065,08/06/16 下午07时48分49秒,-999,,,,,
2066,08/06/16 下午08时03分49秒,-999,,,,,
2067,08/06/16 下午08时18分49秒,-999,,,,,
2068,08/06/16 下午08时33分49秒,-999,,,,,
2069,08/06/16 下午08时48分49秒,-999,,,,,
2070,08/06/16 下午09时03分49秒,-999,,,,,
2071,08/06/16 下午09时05分39秒,420,,,,,
2072,08/06/16 下午09时18分49秒,-999,,,,,
2073,08/06/16 下午09时20分52秒,421,,,,,
2074,08/06/16 下午09时33分49秒,-999,,,,,
2075,08/06/16 下午09时48分49秒,-999,,,,,
2076,08/06/16 下午10时03分49秒,-999,,,,,
2077,08/06/16 下午10时18分49秒,-999,,,,,
2078,08/06/16 下午10时33分49秒,-999,,,,,
2079,08/06/16 下午10时40分43秒,422,,,,,
2080,08/06/16 下午10时48分49秒,-999,,,,,
2081,08/06/16 下午11时03分49秒,-999,,,,,
2082,08/06/16 下午11时18分49秒,-999,,,,,
2083,08/06/16 下午11时28分06秒,423,,,,,
2084,08/06/16 下午11时33分49秒,-999,,,,,
2085,08/06/16 下午11时48分49秒,-999,,,,,
2086,08/07/16 上午12时03分49秒,-999,,,,,
2087,08/07/16 上午12时18分49秒,-999,,,,,
2088,08/07/16 上午12时33分49秒,-999,,,,,
2089,08/07/16 上午12时48分49秒,-999,,,,,
2090,08/07/16 上午01时03分49秒,-999,,,,,
2091,08/07/16 上午01时18分49秒,-999,,,,,
2092,08/07/16 上午01时33分49秒,-999,,,,,
2093,08/07/16 上午01时48分49秒,-999,,,,,
2094,08/07/16 上午02时03分49秒,-999,,,,,
2095,08/07/16 上午02时18分49秒,-999,,,,,
2096,08/07/16 上午02时33分49秒,-999,,,,,
2097,08/07/16 上午02时48分49秒,-999,,,,,
2098,08/07/16 上午03时03分49秒,-999,,,,,
2099,08/07/16 上午03时18分49秒,-999,,,,,
2100,08/07/16 上午03时33分49秒,-999,,,,,
2101,08/07/16 上午03时48分49秒,-999,,,,,
2102,08/07/16 上午04时03分49秒,-999,,,,,
2103,08/07/16 上午04时18分49秒,-999,,,,,
2104,08/07/16 上午04时33分49秒,-999,,,,,
2105,08/07/16 上午04时48分49秒,-999,,,,,
2106,08/07/16 上午05时03分49秒,-999,,,,,
2107,08/07/16 上午05时18分49秒,-999,,,,,
2108,08/07/16 上午05时33分49秒,-999,,,,,
2109,08/07/16 上午05时48分49秒,-999,,,,,
2110,08/07/16 上午06时03分49秒,-999,,,,,
2111,08/07/16 上午06时18分49秒,-999,,,,,
2112,08/07/16 上午06时33分49秒,-999,,,,,
2113,08/07/16 上午06时48分49秒,-999,,,,,
2114,08/07/16 上午07时03分49秒,-999,,,,,
2115,08/07/16 上午07时18分49秒,-999,,,,,
2116,08/07/16 上午07时33分49秒,-999,,,,,
2117,08/07/16 上午07时48分49秒,-999,,,,,
2118,08/07/16 上午08时03分49秒,-999,,,,,
2119,08/07/16 上午08时18分49秒,-999,,,,,
2120,08/07/16 上午08时33分49秒,-999,,,,,
2121,08/07/16 上午08时48分49秒,-999,,,,,
2122,08/07/16 上午09时03分49秒,-999,,,,,
2123,08/07/16 上午09时18分49秒,-999,,,,,
2124,08/07/16 上午09时33分49秒,-999,,,,,
2125,08/07/16 上午09时48分49秒,-999,,,,,
2126,08/07/16 上午10时03分49秒,-999,,,,,
2127,08/07/16 上午10时18分49秒,-999,,,,,
2128,08/07/16 上午10时33分49秒,-999,,,,,
2129,08/07/16 上午10时48分49秒,-999,,,,,
2130,08/07/16 上午11时03分49秒,-999,,,,,
2131,08/07/16 上午11时18分49秒,-999,,,,,
2132,08/07/16 上午11时33分49秒,-999,,,,,
2133,08/07/16 上午11时48分49秒,-999,,,,,
2134,08/07/16 下午12时03分49秒,-999,,,,,
2135,08/07/16 下午12时18分49秒,-999,,,,,
2136,08/07/16 下午12时33分49秒,-999,,,,,
2137,08/07/16 下午12时48分49秒,-999,,,,,
2138,08/07/16 下午01时03分49秒,-999,,,,,
2139,08/07/16 下午01时18分49秒,-999,,,,,
2140,08/07/16 下午01时33分49秒,-999,,,,,
2141,08/07/16 下午01时48分49秒,-999,,,,,
2142,08/07/16 下午02时03分49秒,-999,,,,,
2143,08/07/16 下午02时18分49秒,-999,,,,,
2144,08/07/16 下午02时33分49秒,-999,,,,,
2145,08/07/16 下午02时48分49秒,-999,,,,,
2146,08/07/16 下午03时03分49秒,-999,,,,,
2147,08/07/16 下午03时18分49秒,-999,,,,,
2148,08/07/16 下午03时33分49秒,-999,,,,,
2149,08/07/16 下午03时48分49秒,-999,,,,,
2150,08/07/16 下午04时03分49秒,-999,,,,,
2151,08/07/16 下午04时18分49秒,-999,,,,,
2152,08/07/16 下午04时33分49秒,-999,,,,,
2153,08/07/16 下午04时47分41秒,424,,,,,
2154,08/07/16 下午04时48分49秒,-999,,,,,
2155,08/07/16 下午04时58分07秒,425,,,,,
2156,08/07/16 下午05时03分49秒,-999,,,,,
2157,08/07/16 下午05时18分49秒,-999,,,,,
2158,08/07/16 下午05时33分49秒,-999,,,,,
2159,08/07/16 下午05时48分49秒,-999,,,,,
2160,08/07/16 下午06时03分49秒,-999,,,,,
2161,08/07/16 下午06时18分49秒,-999,,,,,
2162,08/07/16 下午06时33分49秒,-999,,,,,
2163,08/07/16 下午06时48分49秒,-999,,,,,
2164,08/07/16 下午07时03分49秒,-999,,,,,
2165,08/07/16 下午07时18分49秒,-999,,,,,
2166,08/07/16 下午07时33分49秒,-999,,,,,
2167,08/07/16 下午07时48分49秒,-999,,,,,
2168,08/07/16 下午08时03分49秒,-999,,,,,
2169,08/07/16 下午08时18分49秒,-999,,,,,
2170,08/07/16 下午08时33分49秒,-999,,,,,
2171,08/07/16 下午08时48分49秒,-999,,,,,
2172,08/07/16 下午09时03分49秒,-999,,,,,
2173,08/07/16 下午09时18分49秒,-999,,,,,
2174,08/07/16 下午09时33分49秒,-999,,,,,
2175,08/07/16 下午09时48分49秒,-999,,,,,
2176,08/07/16 下午10时03分49秒,-999,,,,,
2177,08/07/16 下午10时04分11秒,426,,,,,
2178,08/07/16 下午10时13分31秒,427,,,,,
2179,08/07/16 下午10时18分49秒,-999,,,,,
2180,08/07/16 下午10时21分20秒,428,,,,,
2181,08/07/16 下午10时26分35秒,429,,,,,
2182,08/07/16 下午10时32分15秒,430,,,,,
2183,08/07/16 下午10时33分49秒,-999,,,,,
2184,08/07/16 下午10时39分03秒,431,,,,,
2185,08/07/16 下午10时48分49秒,-999,,,,,
2186,08/07/16 下午11时03分49秒,-999,,,,,
2187,08/07/16 下午11时16分51秒,432,,,,,
2188,08/07/16 下午11时18分49秒,-999,,,,,
2189,08/07/16 下午11时24分02秒,433,,,,,
2190,08/07/16 下午11时33分49秒,-999,,,,,
2191,08/07/16 下午11时48分49秒,-999,,,,,
2192,08/08/16 上午12时03分49秒,-999,,,,,
2193,08/08/16 上午12时07分10秒,434,,,,,
2194,08/08/16 上午12时18分49秒,-999,,,,,
2195,08/08/16 上午12时22分19秒,435,,,,,
2196,08/08/16 上午12时33分49秒,-999,,,,,
2197,08/08/16 上午12时48分49秒,-999,,,,,
2198,08/08/16 上午01时03分49秒,-999,,,,,
2199,08/08/16 上午01时18分49秒,-999,,,,,
2200,08/08/16 上午01时33分49秒,-999,,,,,
2201,08/08/16 上午01时48分49秒,-999,,,,,
2202,08/08/16 上午02时03分49秒,-999,,,,,
2203,08/08/16 上午02时18分49秒,-999,,,,,
2204,08/08/16 上午02时33分49秒,-999,,,,,
2205,08/08/16 上午02时48分49秒,-999,,,,,
2206,08/08/16 上午03时03分49秒,-999,,,,,
2207,08/08/16 上午03时18分49秒,-999,,,,,
2208,08/08/16 上午03时33分49秒,-999,,,,,
2209,08/08/16 上午03时48分49秒,-999,,,,,
2210,08/08/16 上午04时03分49秒,-999,,,,,
2211,08/08/16 上午04时18分49秒,-999,,,,,
2212,08/08/16 上午04时33分49秒,-999,,,,,
2213,08/08/16 上午04时48分49秒,-999,,,,,
2214,08/08/16 上午05时03分49秒,-999,,,,,
2215,08/08/16 上午05时18分49秒,-999,,,,,
2216,08/08/16 上午05时33分49秒,-999,,,,,
2217,08/08/16 上午05时48分49秒,-999,,,,,
2218,08/08/16 上午06时03分49秒,-999,,,,,
2219,08/08/16 上午06时18分49秒,-999,,,,,
2220,08/08/16 上午06时33分49秒,-999,,,,,
2221,08/08/16 上午06时48分49秒,-999,,,,,
2222,08/08/16 上午07时03分49秒,-999,,,,,
2223,08/08/16 上午07时18分49秒,-999,,,,,
2224,08/08/16 上午07时33分49秒,-999,,,,,
2225,08/08/16 上午07时48分49秒,-999,,,,,
2226,08/08/16 上午08时03分49秒,-999,,,,,
2227,08/08/16 上午08时18分49秒,-999,,,,,
2228,08/08/16 上午08时33分49秒,-999,,,,,
2229,08/08/16 上午08时48分49秒,-999,,,,,
2230,08/08/16 上午09时03分49秒,-999,,,,,
2231,08/08/16 上午09时18分49秒,-999,,,,,
2232,08/08/16 上午09时33分49秒,-999,,,,,
2233,08/08/16 上午09时48分49秒,-999,,,,,
2234,08/08/16 上午10时03分49秒,-999,,,,,
2235,08/08/16 上午10时18分49秒,-999,,,,,
2236,08/08/16 上午10时33分49秒,-999,,,,,
2237,08/08/16 上午10时48分49秒,-999,,,,,
2238,08/08/16 上午11时03分49秒,-999,,,,,
2239,08/08/16 上午11时18分49秒,-999,,,,,
2240,08/08/16 上午11时33分49秒,-999,,,,,
2241,08/08/16 上午11时48分49秒,-999,,,,,
2242,08/08/16 下午12时03分49秒,-999,,,,,
2243,08/08/16 下午12时18分49秒,-999,,,,,
2244,08/08/16 下午12时33分49秒,-999,,,,,
2245,08/08/16 下午12时48分49秒,-999,,,,,
2246,08/08/16 下午01时03分49秒,-999,,,,,
2247,08/08/16 下午01时18分49秒,-999,,,,,
2248,08/08/16 下午01时33分49秒,-999,,,,,
2249,08/08/16 下午01时48分49秒,-999,,,,,
2250,08/08/16 下午02时03分49秒,-999,,,,,
2251,08/08/16 下午02时18分49秒,-999,,,,,
2252,08/08/16 下午02时33分49秒,-999,,,,,
2253,08/08/16 下午02时48分49秒,-999,,,,,
2254,08/08/16 下午03时03分49秒,-999,,,,,
2255,08/08/16 下午03时18分49秒,-999,,,,,
2256,08/08/16 下午03时33分49秒,-999,,,,,
2257,08/08/16 下午03时48分49秒,-999,,,,,
2258,08/08/16 下午04时03分49秒,-999,,,,,
2259,08/08/16 下午04时18分49秒,-999,,,,,
2260,08/08/16 下午04时33分49秒,-999,,,,,
2261,08/08/16 下午04时48分49秒,-999,,,,,
2262,08/08/16 下午05时03分49秒,-999,,,,,
2263,08/08/16 下午05时18分49秒,-999,,,,,
2264,08/08/16 下午05时33分49秒,-999,,,,,
2265,08/08/16 下午05时48分49秒,-999,,,,,
2266,08/08/16 下午06时03分49秒,-999,,,,,
2267,08/08/16 下午06时18分49秒,-999,,,,,
2268,08/08/16 下午06时33分49秒,-999,,,,,
2269,08/08/16 下午06时48分49秒,-999,,,,,
2270,08/08/16 下午07时03分49秒,-999,,,,,
2271,08/08/16 下午07时18分49秒,-999,,,,,
2272,08/08/16 下午07时33分49秒,-999,,,,,
2273,08/08/16 下午07时48分49秒,-999,,,,,
2274,08/08/16 下午08时03分49秒,-999,,,,,
2275,08/08/16 下午08时18分49秒,-999,,,,,
2276,08/08/16 下午08时33分49秒,-999,,,,,
2277,08/08/16 下午08时48分49秒,-999,,,,,
2278,08/08/16 下午09时03分49秒,-999,,,,,
2279,08/08/16 下午09时18分49秒,-999,,,,,
2280,08/08/16 下午09时33分49秒,-999,,,,,
2281,08/08/16 下午09时48分49秒,-999,,,,,
2282,08/08/16 下午10时03分49秒,-999,,,,,
2283,08/08/16 下午10时18分49秒,-999,,,,,
2284,08/08/16 下午10时33分49秒,-999,,,,,
2285,08/08/16 下午10时48分49秒,-999,,,,,
2286,08/08/16 下午11时03分49秒,-999,,,,,
2287,08/08/16 下午11时18分49秒,-999,,,,,
2288,08/08/16 下午11时33分49秒,-999,,,,,
2289,08/08/16 下午11时48分49秒,-999,,,,,
2290,08/09/16 上午12时03分49秒,-999,,,,,
2291,08/09/16 上午12时18分49秒,-999,,,,,
2292,08/09/16 上午12时33分49秒,-999,,,,,
2293,08/09/16 上午12时48分49秒,-999,,,,,
2294,08/09/16 上午01时03分49秒,-999,,,,,
2295,08/09/16 上午01时18分49秒,-999,,,,,
2296,08/09/16 上午01时33分49秒,-999,,,,,
2297,08/09/16 上午01时48分49秒,-999,,,,,
2298,08/09/16 上午02时03分49秒,-999,,,,,
2299,08/09/16 上午02时18分49秒,-999,,,,,
2300,08/09/16 上午02时33分49秒,-999,,,,,
2301,08/09/16 上午02时48分49秒,-999,,,,,
2302,08/09/16 上午03时03分49秒,-999,,,,,
2303,08/09/16 上午03时18分49秒,-999,,,,,
2304,08/09/16 上午03时33分49秒,-999,,,,,
2305,08/09/16 上午03时48分49秒,-999,,,,,
2306,08/09/16 上午04时03分49秒,-999,,,,,
2307,08/09/16 上午04时18分49秒,-999,,,,,
2308,08/09/16 上午04时33分49秒,-999,,,,,
2309,08/09/16 上午04时48分49秒,-999,,,,,
2310,08/09/16 上午05时03分49秒,-999,,,,,
2311,08/09/16 上午05时18分49秒,-999,,,,,
2312,08/09/16 上午05时33分49秒,-999,,,,,
2313,08/09/16 上午05时48分49秒,-999,,,,,
2314,08/09/16 上午06时03分49秒,-999,,,,,
2315,08/09/16 上午06时18分49秒,-999,,,,,
2316,08/09/16 上午06时33分49秒,-999,,,,,
2317,08/09/16 上午06时48分49秒,-999,,,,,
2318,08/09/16 上午07时03分49秒,-999,,,,,
2319,08/09/16 上午07时18分49秒,-999,,,,,
2320,08/09/16 上午07时33分49秒,-999,,,,,
2321,08/09/16 上午07时48分49秒,-999,,,,,
2322,08/09/16 上午08时03分49秒,-999,,,,,
2323,08/09/16 上午08时18分49秒,-999,,,,,
2324,08/09/16 上午08时33分49秒,-999,,,,,
2325,08/09/16 上午08时48分49秒,-999,,,,,
2326,08/09/16 上午09时03分49秒,-999,,,,,
2327,08/09/16 上午09时18分49秒,-999,,,,,
2328,08/09/16 上午09时33分49秒,-999,,,,,
2329,08/09/16 上午09时48分49秒,-999,,,,,
2330,08/09/16 上午10时03分49秒,-999,,,,,
2331,08/09/16 上午10时18分49秒,-999,,,,,
2332,08/09/16 上午10时33分49秒,-999,,,,,
2333,08/09/16 上午10时48分49秒,-999,,,,,
2334,08/09/16 上午11时03分49秒,-999,,,,,
2335,08/09/16 上午11时18分49秒,-999,,,,,
2336,08/09/16 上午11时33分49秒,-999,,,,,
2337,08/09/16 上午11时48分49秒,-999,,,,,
2338,08/09/16 下午12时03分49秒,-999,,,,,
2339,08/09/16 下午12时18分49秒,-999,,,,,
2340,08/09/16 下午12时33分49秒,-999,,,,,
2341,08/09/16 下午12时48分49秒,-999,,,,,
2342,08/09/16 下午01时03分49秒,-999,,,,,
2343,08/09/16 下午01时18分49秒,-999,,,,,
2344,08/09/16 下午01时33分49秒,-999,,,,,
2345,08/09/16 下午01时48分49秒,-999,,,,,
2346,08/09/16 下午02时03分49秒,-999,,,,,
2347,08/09/16 下午02时18分49秒,-999,,,,,
2348,08/09/16 下午02时33分49秒,-999,,,,,
2349,08/09/16 下午02时48分49秒,-999,,,,,
2350,08/09/16 下午03时03分49秒,-999,,,,,
2351,08/09/16 下午03时18分49秒,-999,,,,,
2352,08/09/16 下午03时33分49秒,-999,,,,,
2353,08/09/16 下午03时48分49秒,-999,,,,,
2354,08/09/16 下午04时03分49秒,-999,,,,,
2355,08/09/16 下午04时18分49秒,-999,,,,,
2356,08/09/16 下午04时33分49秒,-999,,,,,
2357,08/09/16 下午04时48分49秒,-999,,,,,
2358,08/09/16 下午05时03分49秒,-999,,,,,
2359,08/09/16 下午05时18分49秒,-999,,,,,
2360,08/09/16 下午05时33分49秒,-999,,,,,
2361,08/09/16 下午05时48分49秒,-999,,,,,
2362,08/09/16 下午06时03分49秒,-999,,,,,
2363,08/09/16 下午06时18分49秒,-999,,,,,
2364,08/09/16 下午06时33分49秒,-999,,,,,
2365,08/09/16 下午06时48分49秒,-999,,,,,
2366,08/09/16 下午07时03分49秒,-999,,,,,
2367,08/09/16 下午07时18分49秒,-999,,,,,
2368,08/09/16 下午07时33分49秒,-999,,,,,
2369,08/09/16 下午07时48分49秒,-999,,,,,
2370,08/09/16 下午08时03分49秒,-999,,,,,
2371,08/09/16 下午08时18分49秒,-999,,,,,
2372,08/09/16 下午08时33分49秒,-999,,,,,
2373,08/09/16 下午08时48分49秒,-999,,,,,
2374,08/09/16 下午09时03分49秒,-999,,,,,
2375,08/09/16 下午09时18分49秒,-999,,,,,
2376,08/09/16 下午09时33分49秒,-999,,,,,
2377,08/09/16 下午09时48分49秒,-999,,,,,
2378,08/09/16 下午10时03分49秒,-999,,,,,
2379,08/09/16 下午10时18分49秒,-999,,,,,
2380,08/09/16 下午10时33分49秒,-999,,,,,
2381,08/09/16 下午10时45分46秒,436,,,,,
2382,08/09/16 下午10时48分49秒,-999,,,,,
2383,08/09/16 下午11时03分49秒,-999,,,,,
2384,08/09/16 下午11时18分49秒,-999,,,,,
2385,08/09/16 下午11时33分49秒,-999,,,,,
2386,08/09/16 下午11时48分49秒,-999,,,,,
2387,08/10/16 上午12时03分49秒,-999,,,,,
2388,08/10/16 上午12时18分49秒,-999,,,,,
2389,08/10/16 上午12时33分49秒,-999,,,,,
2390,08/10/16 上午12时48分49秒,-999,,,,,
2391,08/10/16 上午01时03分49秒,-999,,,,,
2392,08/10/16 上午01时18分49秒,-999,,,,,
2393,08/10/16 上午01时33分49秒,-999,,,,,
2394,08/10/16 上午01时48分49秒,-999,,,,,
2395,08/10/16 上午02时03分49秒,-999,,,,,
2396,08/10/16 上午02时18分49秒,-999,,,,,
2397,08/10/16 上午02时33分49秒,-999,,,,,
2398,08/10/16 上午02时48分49秒,-999,,,,,
2399,08/10/16 上午03时03分49秒,-999,,,,,
2400,08/10/16 上午03时18分49秒,-999,,,,,
2401,08/10/16 上午03时33分49秒,-999,,,,,
2402,08/10/16 上午03时48分49秒,-999,,,,,
2403,08/10/16 上午04时03分49秒,-999,,,,,
2404,08/10/16 上午04时18分49秒,-999,,,,,
2405,08/10/16 上午04时33分49秒,-999,,,,,
2406,08/10/16 上午04时48分49秒,-999,,,,,
2407,08/10/16 上午05时03分49秒,-999,,,,,
2408,08/10/16 上午05时18分49秒,-999,,,,,
2409,08/10/16 上午05时33分49秒,-999,,,,,
2410,08/10/16 上午05时48分49秒,-999,,,,,
2411,08/10/16 上午06时03分49秒,-999,,,,,
2412,08/10/16 上午06时18分49秒,-999,,,,,
2413,08/10/16 上午06时33分49秒,-999,,,,,
2414,08/10/16 上午06时48分49秒,-999,,,,,
2415,08/10/16 上午07时03分49秒,-999,,,,,
2416,08/10/16 上午07时18分49秒,-999,,,,,
